B365H,B365D,B365A,overall_player_home_rating,overall_player_away_rating,result_home
2.45,3.2,3.0,63.472727272727276,62.209090909090904,D
2.1,3.3,3.75,64.54545454545455,63.35454545454545,L
1.36,5.0,9.0,64.52727272727272,62.0,W
1.08,13.0,21.0,68.27272727272727,66.9090909090909,W
2.9,3.1,2.63,64.81818181818181,66.02727272727272,D
1.44,4.5,7.5,64.97272727272728,67.54545454545455,W
3.8,3.25,2.1,64.81818181818181,69.37272727272727,W
3.3,3.4,2.2,66.04545454545455,61.27272727272727,W
1.05,15.0,34.0,69.03636363636363,64.00909090909092,W
2.15,3.1,3.8,64.10909090909091,65.43636363636364,L
2.4,3.1,3.25,67.2909090909091,62.627272727272725,W
4.33,3.25,1.95,62.66363636363636,62.51818181818182,L
1.2,6.5,15.0,68.15454545454546,61.45454545454545,W
3.3,3.2,2.3,66.27272727272727,65.36363636363636,L
1.11,10.0,21.0,71.27272727272727,63.39090909090908,L
2.9,3.3,2.5,64.47272727272728,62.63636363636363,W
17.0,7.0,1.18,65.0909090909091,70.2090909090909,L
1.36,4.75,9.0,61.18181818181818,65.0,W
1.91,3.5,4.2,67.2909090909091,65.97272727272728,W
2.3,3.1,3.4,63.59090909090909,61.72727272727273,W
1.57,3.8,6.5,63.9,61.0,W
1.75,3.6,5.0,64.18181818181819,67.0,W
2.25,3.2,3.4,63.472727272727276,64.54545454545455,D
1.67,3.75,5.5,66.02727272727272,63.45454545454545,W
17.0,7.5,1.17,64.18181818181819,69.84545454545454,L
1.57,4.0,6.0,65.24545454545455,62.3,W
3.0,3.2,2.45,62.90909090909091,67.84545454545454,D
1.2,7.0,13.0,70.27272727272727,60.72727272727273,D
3.25,3.1,2.38,65.27272727272727,63.16363636363636,L
1.5,4.2,7.0,64.72727272727273,65.48181818181818,D
2.05,3.3,4.0,63.68181818181818,66.0909090909091,W
3.8,3.4,2.05,65.0909090909091,63.72727272727273,L
2.05,3.4,3.8,65.0909090909091,63.3,W
7.0,4.75,1.44,65.92727272727274,69.2090909090909,W
2.9,3.2,2.6,62.81818181818182,64.11818181818181,W
2.2,3.3,3.4,63.74545454545455,63.627272727272725,W
1.62,3.75,6.0,70.63636363636364,65.05454545454545,D
1.95,3.5,4.0,59.81818181818182,64.63636363636364,W
1.05,15.0,34.0,72.92727272727274,63.027272727272724,W
2.4,3.1,3.2,61.36363636363637,66.8,L
1.44,4.5,8.0,64.88181818181819,66.27272727272727,W
3.8,3.1,2.15,63.46363636363637,68.82727272727273,D
2.1,3.4,3.6,63.72727272727273,64.0,L
19.0,8.5,1.14,64.7090909090909,67.54545454545455,L
2.0,3.3,4.0,64.48181818181818,64.18181818181819,W
1.57,3.75,7.0,64.18181818181819,61.81818181818182,W
1.4,4.75,8.0,62.60909090909092,65.84545454545454,W
4.0,3.3,2.0,62.24545454545455,60.45454545454545,D
1.06,13.0,34.0,70.45454545454545,63.82727272727273,W
2.3,3.2,3.3,66.8,63.7,L
3.8,3.4,2.0,65.18181818181819,64.48181818181818,L
1.33,5.0,10.0,69.18181818181819,64.52727272727272,W
1.5,4.0,7.5,63.2,61.36363636363637,W
3.3,3.3,2.25,63.7,63.54545454545455,L
1.95,3.25,4.33,65.36363636363636,65.15454545454546,D
2.5,3.4,2.8,64.75454545454545,63.39090909090908,W
1.62,3.75,6.0,63.74545454545455,59.18181818181818,W
2.6,3.25,2.8,66.0909090909091,61.809090909090905,D
2.05,3.4,3.75,60.54545454545455,62.90909090909091,L
1.67,4.5,4.5,71.2909090909091,71.66363636363636,W
2.5,3.3,2.9,63.72727272727273,64.93636363636364,L
1.95,3.4,4.2,63.09090909090909,64.48181818181818,D
9.5,4.5,1.4,61.38181818181818,67.33636363636364,L
1.75,3.75,4.75,62.81818181818182,63.93636363636363,W
2.1,3.25,3.75,62.66363636363636,65.85454545454546,L
2.25,3.1,3.6,65.8,64.36363636363636,W
2.05,3.5,3.6,64.47272727272728,59.63636363636363,D
7.5,5.0,1.4,64.0909090909091,73.27272727272727,L
1.08,11.0,29.0,72.0909090909091,62.72727272727273,W
1.67,3.6,5.75,65.67272727272727,65.78181818181818,D
1.3,5.25,11.0,68.5090909090909,62.63636363636363,W
4.5,3.6,1.83,65.56363636363636,62.39090909090908,L
3.25,3.1,2.38,62.83636363636364,64.3,W
1.75,3.4,5.5,66.0909090909091,61.18181818181818,D
1.05,13.0,41.0,69.97272727272728,60.3,W
3.5,3.0,2.3,62.85454545454545,63.81818181818182,D
13.0,7.0,1.2,66.45454545454545,71.84545454545454,L
2.3,3.1,3.25,64.9090909090909,65.63636363636364,L
1.55,3.6,7.0,61.0,63.35454545454545,L
2.4,3.4,2.8,63.654545454545456,63.48181818181818,D
3.8,3.4,2.0,63.09090909090909,69.00909090909092,D
5.0,4.5,1.55,62.81818181818182,70.9090909090909,D
2.4,3.1,3.2,62.83636363636364,62.89090909090908,W
1.73,3.6,4.75,63.54545454545455,66.0,W
1.06,13.0,34.0,66.54545454545455,63.154545454545456,W
1.8,3.6,4.5,63.74545454545455,67.72727272727273,D
2.3,3.1,3.3,62.54545454545455,64.50909090909092,L
3.6,3.3,2.05,65.34545454545454,61.36363636363637,D
2.5,3.2,2.88,63.4,63.75454545454545,W
1.33,5.0,8.5,61.38181818181818,65.94545454545454,W
2.88,3.1,2.6,63.74545454545455,63.35454545454545,D
4.5,3.5,1.85,66.63636363636364,67.42727272727274,L
1.67,3.75,5.5,66.18181818181819,65.25454545454545,W
1.22,7.0,12.0,73.47272727272728,63.027272727272724,W
1.14,8.5,17.0,71.9090909090909,64.11818181818181,W
1.3,5.25,11.0,62.63636363636363,62.75454545454545,D
4.33,3.6,1.85,64.58181818181818,63.61818181818182,D
1.8,3.8,4.33,66.95454545454545,61.57272727272727,W
3.4,3.3,2.2,63.2,63.54545454545455,L
2.6,3.1,2.9,64.56363636363636,63.845454545454544,W
4.2,3.5,1.91,63.83636363636364,63.27272727272727,L
1.18,7.0,17.0,69.36363636363636,63.51818181818182,W
2.9,3.3,2.5,63.01818181818182,61.09090909090909,D
2.2,3.2,3.5,64.7090909090909,65.49090909090908,L
12.0,6.0,1.25,63.35454545454545,70.43636363636364,L
1.73,3.6,5.25,63.09090909090909,65.63636363636364,D
1.36,5.25,8.0,62.61818181818182,63.66363636363636,W
2.2,3.2,3.6,60.45454545454545,65.42727272727274,W
5.5,4.33,1.57,63.54545454545455,69.11818181818181,L
1.33,5.25,9.5,63.290909090909096,64.98181818181818,W
1.67,3.8,5.5,67.54545454545455,64.54545454545455,D
1.85,3.5,4.5,66.39999999999999,62.18181818181818,W
1.04,17.0,41.0,71.81818181818181,65.7090909090909,W
2.25,3.2,3.4,64.56363636363636,66.0909090909091,W
3.4,3.3,2.2,60.63636363636363,67.82727272727273,L
6.0,4.0,1.57,64.01818181818182,62.54545454545455,L
1.06,13.0,29.0,68.0,62.27272727272727,W
1.73,3.75,5.0,64.63636363636364,65.57272727272726,W
2.5,3.1,3.0,63.67272727272727,64.98181818181818,L
4.0,3.6,1.91,66.77272727272727,65.3,D
1.85,3.7,4.33,63.209090909090904,64.85454545454546,W
3.6,3.4,2.1,67.18181818181819,61.18181818181818,D
1.4,4.5,8.5,68.97272727272728,60.27272727272727,D
26.0,11.0,1.08,62.63636363636363,70.07272727272726,L
3.5,3.6,2.05,63.42727272727273,70.93636363636364,L
1.62,3.8,6.0,63.81818181818182,64.60000000000001,L
2.05,3.25,4.0,65.16363636363636,61.527272727272724,L
1.73,3.8,4.5,63.46363636363637,64.37272727272727,D
1.22,6.5,13.0,63.2,64.76363636363637,W
3.75,3.4,2.05,60.36363636363637,63.54545454545455,D
2.8,3.1,2.7,63.472727272727276,65.55454545454545,L
1.57,3.8,6.5,61.527272727272724,67.18181818181819,D
1.05,15.0,34.0,72.38181818181819,64.0,W
1.44,4.5,7.5,61.127272727272725,60.75454545454545,W
1.4,4.75,8.0,72.30909090909091,64.52727272727272,D
1.36,5.0,8.5,60.90909090909091,65.0,W
7.5,3.8,1.53,66.2909090909091,68.4090909090909,D
2.75,3.5,2.5,64.45454545454545,61.18181818181818,D
2.63,3.2,2.8,61.56363636363637,65.93636363636364,L
1.95,3.5,4.0,65.02727272727272,64.39090909090909,W
1.85,3.6,4.33,62.0,65.48181818181818,W
3.5,3.3,2.1,64.83636363636364,61.36363636363637,L
1.75,3.6,4.75,67.18181818181819,66.58181818181818,W
4.75,3.6,1.75,67.52727272727272,70.52727272727272,L
2.15,3.3,3.5,63.81818181818182,61.709090909090904,L
4.33,3.75,1.75,60.92727272727273,64.3,L
2.2,3.2,3.5,66.43636363636364,63.66363636363636,D
6.5,4.33,1.5,65.99090909090908,69.3,L
1.62,4.2,5.25,64.47272727272728,63.81818181818182,D
1.25,6.0,12.0,64.15454545454546,60.93636363636363,W
1.67,4.0,5.0,62.27272727272727,61.27272727272727,W
1.95,3.5,4.0,65.97272727272728,63.872727272727275,D
1.25,6.0,11.0,70.54545454545455,67.27272727272727,D
4.33,2.5,2.3,62.49090909090909,66.82727272727273,D
1.85,3.8,4.0,66.4090909090909,63.06363636363637,L
1.33,5.0,9.5,63.2,60.24545454545455,W
1.13,9.0,21.0,69.18181818181819,65.32727272727273,W
1.7,4.0,4.75,63.54545454545455,63.89090909090908,W
4.75,4.2,1.67,60.66363636363636,63.845454545454544,L
3.3,3.75,2.1,65.0,62.48181818181818,L
1.25,6.5,15.0,66.81818181818181,61.0,W
3.2,3.4,2.4,61.27272727272727,73.18181818181819,D
1.36,5.0,11.0,66.31818181818181,59.76363636363636,L
2.5,3.3,3.1,70.36363636363636,65.26363636363637,L
1.95,3.5,4.5,61.536363636363646,64.63636363636364,L
2.25,3.4,3.5,61.72727272727273,68.41818181818182,D
3.8,3.6,2.05,67.60909090909091,65.36363636363636,L
1.33,5.75,10.0,66.9090909090909,61.18181818181818,W
5.25,4.33,1.67,60.09090909090909,73.45454545454545,L
9.0,5.0,1.4,59.01818181818182,68.18181818181819,L
2.5,3.4,3.0,64.63636363636364,60.09090909090909,D
1.2,7.5,17.0,68.18181818181819,60.63636363636363,W
2.5,3.3,3.1,59.809090909090905,66.62727272727273,L
2.8,3.4,2.7,73.72727272727273,69.0909090909091,D
1.85,3.7,4.75,61.18181818181818,61.72727272727273,D
1.65,4.0,6.0,59.68181818181818,59.054545454545455,W
2.5,3.25,3.2,66.11818181818182,63.08181818181818,D
5.0,4.0,1.75,66.8,69.10000000000001,D
1.45,4.75,8.0,65.16363636363636,68.63636363636364,W
1.85,4.0,4.33,73.9090909090909,65.54545454545455,W
6.0,4.2,1.62,59.01818181818182,70.91818181818182,D
3.75,3.3,2.2,73.54545454545455,69.63636363636364,L
1.18,8.0,18.0,73.9090909090909,61.76363636363636,L
1.75,3.75,5.25,61.36363636363637,58.09090909090909,D
2.4,3.25,3.3,67.0909090909091,69.15454545454544,W
1.85,3.6,4.75,59.68181818181818,60.09090909090909,W
2.8,3.4,2.7,66.62727272727273,62.54545454545455,L
2.3,3.3,3.5,64.63636363636364,68.38181818181819,W
4.75,3.75,1.83,60.63636363636363,69.63636363636364,D
2.7,3.5,2.7,65.16363636363636,64.72727272727273,L
3.0,3.4,2.5,70.0,78.18181818181819,D
1.3,5.75,12.0,68.18181818181819,60.58181818181818,W
2.25,3.3,3.6,59.0,57.96363636363637,D
1.3,6.0,11.0,64.45454545454545,61.09090909090909,L
1.8,3.75,5.0,62.45454545454545,60.90909090909091,W
2.1,3.4,4.0,62.6,58.45454545454545,L
3.6,3.5,2.15,70.3,65.57272727272726,D
3.5,3.5,2.2,61.0,70.54545454545455,L
1.29,6.25,12.0,70.36363636363636,67.64545454545454,W
2.15,3.4,3.75,66.98181818181818,66.10909090909091,D
4.75,3.6,1.85,64.18181818181819,66.63636363636364,L
2.5,3.3,3.1,59.10909090909092,68.75454545454545,D
2.2,3.3,3.75,60.63636363636363,67.00909090909092,D
2.8,3.25,2.8,70.62727272727273,61.9,D
2.5,3.3,3.1,60.77272727272727,61.0,L
4.5,3.8,1.85,65.05454545454545,67.45454545454545,W
1.4,5.0,9.0,74.0909090909091,58.56363636363637,L
5.5,4.2,1.67,66.27272727272727,69.54545454545455,W
2.38,3.5,3.1,73.0909090909091,69.63636363636364,D
1.53,4.33,7.0,65.60909090909091,61.81818181818182,L
1.75,3.9,5.0,66.18181818181819,64.2090909090909,D
1.22,7.0,16.0,69.63636363636364,61.09090909090909,W
2.63,3.4,2.88,58.59090909090909,66.27272727272727,W
6.5,4.2,1.57,67.53636363636363,74.72727272727273,L
1.91,3.75,4.33,66.72727272727273,71.18181818181819,D
1.4,5.5,8.0,68.81818181818181,65.77272727272727,W
1.44,4.6,8.5,62.0,69.01818181818182,W
2.9,3.3,2.63,64.89090909090909,61.463636363636354,D
2.0,3.5,4.2,61.81818181818182,61.01818181818182,W
2.15,3.4,3.8,61.98181818181818,60.63636363636363,W
7.5,4.5,1.5,61.27272727272727,73.0909090909091,L
2.1,3.5,3.8,67.0,58.64545454545455,W
1.8,3.75,5.0,61.09090909090909,58.63636363636363,D
1.44,5.0,7.5,63.93636363636363,62.72727272727273,W
2.55,3.25,3.1,63.98181818181818,61.0,W
1.91,3.7,4.33,60.95454545454545,63.1,D
1.67,4.2,5.25,68.18181818181819,68.0,W
1.67,4.2,5.25,67.36363636363636,72.0,W
2.2,3.5,3.5,64.16363636363636,62.0,W
1.91,3.6,4.5,64.47272727272728,69.13636363636364,W
1.4,5.0,9.0,67.63636363636364,67.9090909090909,D
2.8,3.4,2.7,57.61818181818182,63.54545454545455,L
8.5,4.75,1.44,59.599999999999994,69.0,L
1.6,4.0,6.5,71.54545454545455,62.72727272727273,W
1.45,4.75,8.0,76.63636363636364,64.84545454545454,W
2.25,3.6,3.3,64.60909090909091,63.90909090909091,W
1.57,4.0,7.0,62.45454545454545,65.84545454545454,W
6.0,4.2,1.6,66.60909090909091,67.81818181818181,L
2.5,3.3,3.1,62.28181818181818,61.03636363636363,W
5.0,4.0,1.75,61.36363636363637,66.72727272727273,D
1.44,4.75,8.0,66.0909090909091,65.63636363636364,D
1.65,4.0,6.0,62.72727272727273,60.94545454545453,W
5.5,3.8,1.73,66.98181818181818,68.72727272727273,L
1.95,3.7,4.2,60.61818181818182,63.18181818181818,W
1.91,3.6,4.5,61.81818181818182,63.81818181818182,D
6.5,4.5,1.55,63.86363636363637,73.27272727272727,W
4.75,3.75,1.83,59.06363636363637,73.45454545454545,L
2.88,3.6,2.5,66.72727272727273,70.99090909090908,D
1.75,3.9,5.0,64.89090909090909,64.00909090909092,L
2.38,3.25,3.4,69.60909090909091,60.36363636363637,W
1.25,6.5,14.0,68.72727272727273,59.78181818181818,W
1.17,8.5,21.0,70.00909090909092,67.95454545454545,W
1.75,3.8,5.25,72.72727272727273,60.73636363636364,D
3.8,3.6,2.05,66.15454545454546,61.72727272727273,L
